hc_DESPOT,hc_ExpertDSA,hc_ExpertHOSP,hc_POMCP,hc_Random,rdisc_DESPOT,rdisc_ExpertDSA,rdisc_ExpertHOSP,rdisc_POMCP,rdisc_Random,ttr_DESPOT,ttr_ExpertDSA,ttr_ExpertHOSP,ttr_POMCP,ttr_Random,Unnecessary_DSA,Unnecessary_HOSP,Unnecessary_POMCP,Unnecessary_Random
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-16417.46356,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,4250,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,-20151.20119,24,24,24,24,24,1,0,1,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,9172.5,9122.5,9550,-47075,24,2,2,1,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-7308.40625,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-27187.52649,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,-450,-23773.28063,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-20046.80455,24,24,24,24,24,0,0,0,1
FALSE,FALSE,TRUE,TRUE,TRUE,-50000,-50000,3728.875,3388.18125,384.3875695,24,24,3,4,9,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,5000,24,24,24,24,24,1,1,1,0
FALSE,TRUE,FALSE,TRUE,TRUE,-50000,13278.875,-50000,7414.93125,-14558.51326,24,3,24,4,5,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-15090.23889,24,24,24,24,24,1,0,0,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,13278.875,13228.875,12178.875,-46230.18798,24,3,3,3,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-11429.49692,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-1162.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-33098.45321,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,1076.59375,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-1162.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,-150000,-150000,-150000,-99950,-95200,24,24,24,24,24,0,0,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,9172.5,-45027.5,3872.5,-49511.75,24,2,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3137.5,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-36178.41179,24,24,24,24,24,0,1,1,1
FALSE,FALSE,TRUE,FALSE,FALSE,-50000,-50000,13228.875,-50000,-42700,24,24,3,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,-927.5,-1327.5,-14033.32223,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-450,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-6704.256674,24,24,24,24,24,1,0,1,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,9172.5,3592.43125,9550,-50000,24,2,4,1,24,0,0,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,5000,3850,8572.5,5000,5000,24,24,2,24,24,1,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-34609.39307,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4707.5,-15826.72687,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-11911.46352,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-8091.166169,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,FALSE,TRUE,-50000,3438.18125,3728.875,-50000,-17110.24458,24,4,3,24,15,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-20211.24336,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-2590.35625,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,-450,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-10640.99469,24,24,24,24,24,0,1,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,12179.18469,7629.93125,-50000,-37397.8457,24,5,4,24,24,0,0,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,-50000,-50000,-47450,9122.5,-47414.25,24,24,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,3757.5,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,2860.625,3850,-11661.80455,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-11338.06875,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,-5627.5,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-3351.35625,5000,5000,-5846.125,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,TRUE,TRUE,-50000,-50000,-50000,9172.5,-13225.87709,24,24,24,2,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,4250,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-30602.81434,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-211.125,24,24,24,24,24,1,1,0,1
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,9172.5,-50000,-1046.125,-47434.24187,24,2,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3757.5,5000,24,24,24,24,24,1,0,1,0
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,9122.5,-50000,-50000,24,2,2,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,1719.625,-2200.375,24,24,24,24,24,1,0,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,13278.875,13228.875,-50000,-50000,24,3,3,24,24,0,0,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,9172.5,-50000,-50000,-10993.56445,24,2,24,24,2,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-23996.35813,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-5846.125,-16093.08156,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,5000,24,24,24,24,24,1,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-11567.66971,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,3850,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,5000,24,24,24,24,24,1,1,1,0
FALSE,FALSE,FALSE,TRUE,FALSE,-50000,-50000,-50000,7629.93125,-40465,24,24,24,4,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-46356.62366,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-8979.286811,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-25169.22166,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,5000,-450,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-50000,-5778.811282,24,24,24,24,7,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-16620.76405,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-10753.81875,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-32263.14483,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-450,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-5735.56875,24,24,24,24,24,0,1,0,1
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,8716.375,3872.5,-44980,24,24,3,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,5000,24,24,24,24,24,0,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-23896.09286,24,24,24,24,24,1,0,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,13278.875,13228.875,-50000,-37976.125,24,3,3,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,4850,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,-13131.66793,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,-450,-592.5,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4707.5,-1162.5,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-450,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-20372.60705,24,24,24,24,24,1,1,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,9122.5,-46025,-48661.25,24,2,2,24,24,0,0,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,-50000,8813.875,-50000,3872.5,-15954.45353,24,3,24,2,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-23154.17059,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-27900.45446,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4137.5,-18918.96129,24,24,24,24,24,1,0,1,1
FALSE,FALSE,TRUE,TRUE,TRUE,-50000,-50000,-1275.315313,-1521.125,8457.5,24,24,5,3,1,0,0,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,13278.875,-50000,-50000,-50000,24,3,24,24,24,0,0,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,9172.5,-50000,-50000,9550,24,2,24,24,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,-47261.79414,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-44789.6617,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-5511.125,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,5000,5000,-10546.125,24,24,24,24,24,1,0,0,1
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,3462.809687,3872.5,-46030,24,24,5,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-18597.94154,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,5000,24,24,24,24,24,1,1,1,0
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,13278.875,-45027.5,11614.93125,-35954.66076,24,3,24,4,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-32257.71986,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-50000,-50734.45,24,24,24,24,24,0,0,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,9172.5,-50000,-50000,3695.625,24,2,24,24,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,5000,-11452.37602,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,-15502.71705,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-1162.5,-26668.91977,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-5627.5,-7286.769547,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-450,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-6711.907188,24,24,24,24,24,0,1,1,1
FALSE,FALSE,TRUE,TRUE,TRUE,-50000,-50000,3728.875,3728.875,-11619.8015,24,24,3,3,8,0,0,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,9172.5,-50000,-50000,-50000,24,2,24,24,24,0,0,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,13278.875,13228.875,12617.43125,-46077.5,24,3,3,4,24,0,0,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,-50000,9172.5,-50000,9172.5,-1886.165312,24,2,24,2,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,4850,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,-450,-6724.15625,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,-15489.54983,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,5000,24,24,24,24,24,0,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-29888.18903,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-32578.61347,24,24,24,24,24,0,1,1,1
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,3778.875,-50000,-50000,-32263.73795,24,3,24,24,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-35786.6895,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-27786.43352,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-2365.375,4250,5000,-16255.82222,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-48500,4488.875,24,24,24,24,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-10753.81875,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,5000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-15340.99469,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,-927.5,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,-450,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-33467.47561,24,24,24,24,24,1,1,0,1
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,9172.5,-50000,-2445.06875,-44977.5,24,2,24,4,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-1565.540312,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-33533.95934,24,24,24,24,24,0,1,1,1
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,8813.875,-50000,-50000,-55265,24,3,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,3537.5,5000,3850,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-50000,-7314.071343,24,24,24,24,1,0,0,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,8813.875,-50000,-50000,-943.81875,24,3,24,24,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-9922.877812,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3707.5,-24658.72729,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,5000,24,24,24,24,24,1,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-2003.06875,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-15591.97121,24,24,24,24,24,0,0,0,1
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,13278.875,-50000,-50000,-45765,24,3,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4707.5,-13861.04219,24,24,24,24,24,1,1,1,1
FALSE,FALSE,TRUE,TRUE,TRUE,-50000,-50000,8716.375,8072.5,-11028.38993,24,24,3,2,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-327.5,-16886.60176,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,1636.14375,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,4250,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-27571.96417,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,9122.5,-50000,-41166.6493,24,2,2,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-32447.47627,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,5000,5000,-15006.73392,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-592.5,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-450,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-32232.37605,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,-1381.125,5000,-450,24,24,24,24,24,1,1,0,1
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,8813.875,-50000,-47450,-47400,24,3,24,24,24,0,0,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,3728.875,3728.875,-47400,24,24,3,3,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-50000,-49711.25,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-38986.8827,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-23337.14723,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-25280.4485,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,3157.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-8534.263391,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,5000,4250,-927.5,24,24,24,24,24,1,0,1,1
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,8104.93125,13513.875,-43463.625,24,24,4,3,24,0,0,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,-50000,9172.5,-1395.06875,-50000,-13268.65534,24,2,4,24,2,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,2757.5,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-3360.005266,24,24,24,24,24,0,0,0,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,3592.43125,-50000,-50000,24,2,4,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-50000,-52666.75,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-37250.67356,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,5000,4850,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,3537.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-14847.60293,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,-450,-450,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-20372.60705,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,-1191.48125,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,4137.5,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-5974.73125,-7072.250937,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,3850,5000,24,24,24,24,24,1,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-10977.06875,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-1677.875,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,4850,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,4250,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,-6431.054547,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,-15000.84471,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,5000,4250,-6638.06875,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,2860.625,5000,-12984.38231,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,-11587.94844,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-450,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,3850,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-11228.4383,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-1327.5,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,5000,-10546.125,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-5627.5,-592.5,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,3850,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,-450,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,4250,5000,24,24,24,24,24,1,1,1,0
FALSE,TRUE,TRUE,TRUE,TRUE,-50000,8134.625,9122.5,9172.5,-22230.92481,24,2,2,2,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-15218.81875,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-15218.81875,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,5000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,2541.01875,24,24,24,24,24,0,1,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,9122.5,-47450,-50000,24,2,2,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-11338.06875,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-15245.89642,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-21716.70481,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,5000,-22800.34149,24,24,24,24,24,1,1,0,1
